t,x,y,yaw,odom_x,odom_y,odom_yaw,error_x,error_y,error_dist,tags_used,quality
8227.367096,0.005552,-1.890731,-0.003423,0.763476,-0.001408,-0.000104,0.007633,-0.011320,0.013653,5|6|7|8|9|10,0.4700
8227.383762,-0.001884,-1.909900,0.000374,0.767856,-0.001416,-0.000098,0.013671,-0.015352,0.020557,5|6|7|8|9|10,0.4709
8227.400429,-0.002087,-1.918219,0.000375,0.772239,-0.001422,-0.000093,0.013809,-0.015458,0.020727,5|6|7|8|9|10,0.4723
8227.417096,-0.002089,-1.918216,0.000377,0.776628,-0.001426,-0.000100,0.009419,-0.015455,0.018099,5|6|7|8|9|10,0.4721
8227.433762,-0.001900,-1.926580,0.000785,0.781080,-0.001427,-0.000100,0.009513,-0.015350,0.018059,5|6|8|9|10,0.4718
8227.450429,-0.002230,-1.933348,0.000748,0.785554,-0.001426,-0.000101,0.008717,-0.015531,0.017810,5|6|7|8|9|10,0.4706
8227.467096,-0.001961,-1.952587,0.001368,0.790005,-0.001380,-0.000098,0.014722,-0.015431,0.021327,5|6|7|8|9|10,0.4700
8227.483762,-0.001961,-1.952589,0.001368,0.794334,-0.001004,-0.000091,0.010394,-0.015807,0.018918,5|6|7|8|9|10,0.4711
8227.500429,0.007453,-1.967308,0.001578,0.798734,-0.000940,-0.000095,0.013993,-0.010754,0.017648,5|6|8|9|10,0.4704
8227.517096,0.005862,-1.966088,0.001281,0.803093,-0.000877,-0.000100,0.008972,-0.011682,0.014729,5|6|7|8|9|10,0.4704
8227.533762,0.009796,-1.985092,0.000940,0.807397,-0.000815,-0.000106,0.014996,-0.009606,0.017809,5|6|7|8|9|10,0.4713
8227.550429,0.009947,-1.994114,0.002606,0.811708,-0.000755,-0.000117,0.015587,-0.009584,0.018298,5|6|7|8|9|10|11,0.4645
8227.567096,0.011259,-2.002361,0.002276,0.816026,-0.000693,-0.000127,0.015751,-0.008932,0.018108,5|6|7|8|9|10|11,0.4679
8227.583762,0.013972,-2.010945,0.000418,0.820304,-0.000625,-0.000126,0.016138,-0.007526,0.017807,5|6|7|8|9|10|11,0.4743
8227.600429,0.015227,-2.019531,0.000565,0.824592,-0.000567,-0.000121,0.016517,-0.006902,0.017901,5|6|7|8|9|10|11,0.4729
8227.617096,0.015230,-2.019523,0.000572,0.828957,-0.000510,-0.000117,0.012147,-0.006957,0.013999,5|6|7|8|9|10|11,0.4721
8227.633762,0.017201,-2.034878,0.001684,0.833236,-0.000064,-0.000122,0.016214,-0.006332,0.017406,5|6|7|8|9|10|11,0.4726
8227.650429,0.027470,-2.040661,0.002006,0.837683,-0.000059,-0.000122,0.014909,-0.000757,0.014928,5|6|7|8|9|10|11,0.4718
8227.667096,0.027754,-2.048977,0.002156,0.842145,-0.000057,-0.000121,0.014968,-0.000604,0.014980,5|6|7|8|9|10|11,0.4717
8227.683762,0.027769,-2.057354,0.001990,0.846614,-0.000057,-0.000121,0.015050,-0.000596,0.015062,5|6|7|8|9|10|11,0.4723
8227.700429,0.028047,-2.065933,0.002151,0.851086,-0.000060,-0.000121,0.015241,-0.000441,0.015248,5|6|7|8|9|10|11,0.4718
8227.717096,0.028114,-2.074774,0.002064,0.855549,-0.000066,-0.000127,0.015584,-0.000399,0.015589,5|6|7|8|9|10|11,0.4700
8227.733762,0.028139,-2.074785,0.002097,0.860014,-0.000075,-0.000128,0.011125,-0.000376,0.011131,5|6|7|8|9|10|11,0.4645
8227.750429,0.028602,-2.091916,0.003217,0.864454,-0.000086,-0.000130,0.015995,-0.000113,0.015995,5|6|7|8|9|10|11,0.4666
8227.767096,0.028390,-2.101053,0.002566,0.868679,-0.000396,-0.000136,0.016736,0.000081,0.016736,5|6|8|9|10|11,0.4674
8227.783762,0.020410,-2.106461,0.001815,0.873033,-0.000732,-0.000135,0.015321,-0.003919,0.015814,5|6|7|8|9|10|11,0.4702
8227.800429,0.020412,-2.106468,0.001826,0.877393,-0.000599,-0.000101,0.010965,-0.004052,0.011690,5|6|7|8|9|10|11,0.4717
8227.817096,0.017573,-2.123492,0.001365,0.881713,-0.000463,-0.000080,0.015896,-0.005731,0.016898,5|6|7|8|9|10|11,0.4703
8227.833762,0.020657,-2.132127,0.001104,0.886044,-0.000332,-0.000065,0.016258,-0.004186,0.016789,5|6|7|8|9|10|11,0.4717
8227.850429,0.023414,-2.140774,0.000398,0.890375,-0.000204,-0.000044,0.016627,-0.002815,0.016864,5|6|7|8|9|10,0.4707
8227.867096,0.025359,-2.148527,0.000192,0.894679,-0.000074,-0.000012,0.016537,-0.001888,0.016644,5|6|7|8|9|10|11,0.4652
8227.883762,0.030488,-2.157161,0.003562,0.898968,0.000058,-0.000016,0.016940,0.000767,0.016958,6|7|8|9|10|11,0.4699
8227.900429,0.033391,-2.165610,0.004459,0.903120,0.000327,-0.002073,0.017380,0.002076,0.017503,6|7|8|9|10|11,0.4693
8227.917096,0.033388,-2.165618,0.004443,0.907760,0.000316,-0.005651,0.012744,0.002086,0.012913,6|7|8|9|10|11,0.4711
8227.933762,0.029795,-2.180639,-0.000624,0.912195,0.000180,-0.010163,0.016473,0.000269,0.016475,6|7|8|9|10|11,0.4726
8227.950429,0.028261,-2.181866,-0.003814,0.916242,0.000229,-0.015212,0.013092,-0.000613,0.013107,6|8|9|10|11,0.4772
8227.967096,0.021331,-2.198211,-0.012516,0.920021,0.000417,-0.020392,0.018197,-0.004567,0.018762,6|7|8|9|10|11,0.4761
8227.983762,0.028708,-2.205299,-0.017972,0.923731,0.000833,-0.025821,0.018339,-0.000974,0.018365,6|7|8|9|10|11,0.4755
8228.000429,0.037287,-2.210338,-0.022791,0.928046,0.000527,-0.031812,0.016763,0.003994,0.017232,6|7|8|9|10|11,0.4751
8228.017096,0.019463,-2.219920,-0.029186,0.932018,0.000375,-0.038054,0.017998,-0.005541,0.018832,6|7|8|9|10|11,0.4750
8228.033762,0.010546,-2.227277,-0.035726,0.935734,0.000344,-0.044360,0.018280,-0.010357,0.021010,6|7|8|9|10|11,0.4751
8228.050429,0.010546,-2.227276,-0.035726,0.939242,0.000499,-0.050546,0.014772,-0.010511,0.018130,6|7|8|9|10|11,0.4747
8228.067096,0.014590,-2.241176,-0.048243,0.943309,0.000434,-0.052907,0.018259,-0.008249,0.020036,6|7|8|9|10|11,0.4743
8228.083762,0.019754,-2.249574,-0.050689,0.947573,-0.000172,-0.052924,0.018560,-0.004836,0.019179,6|7|8|9|10|11,0.4742
8228.100429,0.011179,-2.255300,-0.050669,0.951966,-0.000360,-0.052925,0.017279,-0.009308,0.019627,6|7|8|9|10|11,0.4726
8228.117096,0.011179,-2.255301,-0.050670,0.956426,-0.000540,-0.052926,0.012819,-0.009128,0.015737,6|7|8|9|10|11,0.4734
8228.133762,0.012008,-2.272598,-0.050804,0.960914,-0.000726,-0.052932,0.017732,-0.008491,0.019660,6|7|8|9|10|11,0.4735
8228.150429,0.012568,-2.281400,-0.050697,0.965400,-0.000917,-0.052937,0.018029,-0.007996,0.019722,6|7|8|9|10|11,0.4734
8228.167096,0.012568,-2.281399,-0.050698,0.969881,-0.001109,-0.052942,0.013548,-0.007804,0.015634,6|7|8|9|10|11,0.4734
8228.183762,0.013640,-2.298985,-0.050865,0.974354,-0.001301,-0.052946,0.018633,-0.007029,0.019915,6|7|8|9|10|11,0.4728
8228.200429,0.014212,-2.307843,-0.050886,0.978813,-0.001501,-0.052949,0.018987,-0.006518,0.020075,6|7|8|9|10|11,0.4722
8228.217096,0.014212,-2.307843,-0.050891,0.983073,-0.002008,-0.052953,0.014727,-0.006012,0.015907,6|7|8|9|10|11,0.4715
8228.233762,0.014592,-2.316095,-0.050483,0.987443,-0.002321,-0.052957,0.014842,-0.005492,0.015826,6|7|8|9|10|11,0.4707
8228.250429,0.006073,-2.329931,-0.050400,0.991763,-0.002635,-0.052952,0.018041,-0.009808,0.020535,6|7|8|9|10|11,0.4723
8228.267096,0.006073,-2.329931,-0.050400,0.996081,-0.002949,-0.052931,0.013724,-0.009494,0.016687,6|7|8|9|10|11,0.4729
8228.283762,0.003860,-2.338224,-0.050432,1.000400,-0.003263,-0.052900,0.013912,-0.010382,0.017359,6|7|8|9|10|11,0.4733
8228.300429,0.001451,-2.346489,-0.050483,1.004629,-0.003587,-0.052888,0.014175,-0.011367,0.018170,6|7|8|9|10|11,0.4734
8228.317096,-0.003063,-2.362986,-0.051311,1.008884,-0.003903,-0.052889,0.018885,-0.013505,0.023217,6|7|8|9|10,0.4736
8228.333762,-0.002952,-2.361803,-0.050275,1.013239,-0.004230,-0.052888,0.013888,-0.013118,0.019104,6|7|8|9|10|11,0.4730
8228.350429,-0.008301,-2.379949,-0.050320,1.017652,-0.004558,-0.052885,0.019336,-0.015696,0.024905,6|7|8|9|10|11,0.4723
8228.367096,-0.010896,-2.388328,-0.049663,1.022053,-0.004801,-0.052882,0.019489,-0.016863,0.025772,6|7|8|9|10|11,0.4714
8228.383762,-0.011392,-2.395472,-0.049590,1.026462,-0.004450,-0.052867,0.018963,-0.017484,0.025793,6|7|8|9|11,0.4709
8228.400429,-0.011393,-2.395472,-0.049591,1.030853,-0.004775,-0.052747,0.014571,-0.017160,0.022512,6|7|8|9|11,0.4720
8228.417096,-0.002107,-2.412430,-0.049532,1.035248,-0.005231,-0.052693,0.019393,-0.011657,0.022627,6|7|8|9|10|11|12,0.4709
8228.433762,-0.007536,-2.420265,-0.049360,1.039614,-0.005693,-0.052600,0.019286,-0.014146,0.023917,6|7|8|9|10|11|12,0.4721
8228.450429,-0.013035,-2.428343,-0.049213,1.043963,-0.006151,-0.052604,0.019326,-0.016676,0.025526,6|7|8|9|10|11|12,0.4730
8228.467096,-0.019274,-2.437319,-0.048632,1.048350,-0.006622,-0.052628,0.019818,-0.019596,0.027870,6|7|8|9|10|11|12|13,0.4723
8228.483762,-0.024368,-2.445318,-0.049179,1.052751,-0.007105,-0.052706,0.019764,-0.021881,0.029485,6|7|8|9|10|11|12|13,0.4714
8228.500429,-0.030441,-2.453846,-0.049093,1.057018,-0.007241,-0.052836,0.020132,-0.025046,0.032134,6|7|8|9|10|11|12|13,0.4699
8228.517096,-0.030442,-2.453846,-0.049093,1.061525,-0.007038,-0.052847,0.015625,-0.025249,0.029693,6|7|8|9|10|11|12|13,0.4699
8228.533762,-0.027874,-2.459326,-0.049186,1.065972,-0.007372,-0.052853,0.014157,-0.023520,0.027452,6|7|8|9|10|11|12|13,0.4709
8228.550429,-0.018831,-2.468701,-0.048927,1.070414,-0.007694,-0.052855,0.014809,-0.018283,0.023528,6|7|8|9|10|11|12|13,0.4723
8228.567096,-0.023901,-2.485530,-0.049193,1.074805,-0.008011,-0.052841,0.019565,-0.020721,0.028498,6|7|8|9|10|11|12|13,0.4729
8228.583762,-0.026213,-2.494154,-0.049491,1.079127,-0.008323,-0.052824,0.019930,-0.021665,0.029438,6|7|8|9|10|11|12|13,0.4732
8228.600429,-0.028799,-2.502657,-0.049684,1.083381,-0.008631,-0.052804,0.020297,-0.022763,0.030498,6|7|8|9|10|11|12|13,0.4734
8228.617096,-0.031254,-2.510948,-0.049754,1.087635,-0.008941,-0.052841,0.020549,-0.023787,0.031434,6|7|8|9|10|11|12|13,0.4739
8228.633762,-0.033429,-2.518986,-0.049614,1.091912,-0.009259,-0.052865,0.020641,-0.024651,0.032151,6|7|8|9|10|11|12|13,0.4736
8228.650429,-0.035855,-2.527306,-0.049494,1.096226,-0.009590,-0.052868,0.020848,-0.025639,0.033045,6|7|8|9|10|11|12|13,0.4727
8228.667096,-0.035855,-2.527306,-0.049494,1.100501,-0.010038,-0.052893,0.016573,-0.025191,0.030154,6|7|8|9|10|11|12|13,0.4712
8228.683762,-0.043594,-2.541764,-0.049519,1.104772,-0.010375,-0.052936,0.020159,-0.029059,0.035367,6|7|8|9|10|11|12|13,0.4703
8228.700429,-0.045955,-2.548785,-0.049429,1.109183,-0.010569,-0.052943,0.019565,-0.030149,0.035940,6|7|8|9|10|11|12|13,0.4718
8228.717096,-0.045551,-2.557282,-0.049422,1.113605,-0.010756,-0.052955,0.019760,-0.029742,0.035708,6|7|8|9|10|11|12|13,0.4708
8228.733762,-0.045655,-2.566808,-0.049706,1.118027,-0.010942,-0.052955,0.020516,-0.029613,0.036025,7|8|9|10|11|12|13,0.4723
8228.750429,-0.045093,-2.575952,-0.049861,1.122464,-0.011128,-0.052943,0.021048,-0.029122,0.035932,7|8|9|10|11|12|13,0.4717
8228.767096,-0.045085,-2.575962,-0.049837,1.126931,-0.011321,-0.052934,0.016587,-0.028924,0.033342,7|8|9|10|11|12|13,0.4692
8228.783762,-0.043389,-2.593707,-0.049268,1.131436,-0.011504,-0.052925,0.021726,-0.027819,0.035297,8|9|10|11|12|13,0.4720
8228.800429,-0.042605,-2.602557,-0.049349,1.135868,-0.011839,-0.052905,0.022103,-0.027058,0.034938,8|9|10|11|12|13,0.4712
8228.817096,-0.045205,-2.608892,-0.049458,1.140235,-0.012271,-0.052923,0.021179,-0.028038,0.035138,8|9|10|11|12|13,0.4709
8228.833763,-0.049634,-2.616323,-0.049647,1.144669,-0.012368,-0.052904,0.020784,-0.030348,0.036783,8|9|10|11|12|13,0.4717
8228.850429,-0.049634,-2.616323,-0.049647,1.149049,-0.012453,-0.052893,0.016403,-0.030264,0.034423,8|9|10|11|12|13,0.4715
8228.867096,-0.044345,-2.633843,-0.049711,1.153370,-0.012540,-0.052900,0.021604,-0.027303,0.034817,8|9|10|11|12|13,0.4708
8228.883763,-0.044345,-2.633843,-0.049713,1.157649,-0.012616,-0.052903,0.017326,-0.027226,0.032272,8|9|10|11|12|13,0.4704
8228.900429,-0.038732,-2.651256,-0.049787,1.161918,-0.012703,-0.052883,0.022521,-0.024089,0.032976,8|9|10|11|12|13,0.4705
8228.917096,-0.036005,-2.659917,-0.048423,1.165836,-0.013003,-0.050935,0.023310,-0.022307,0.032263,8|9|11|12|13,0.4701
8228.933763,-0.036005,-2.659916,-0.048422,1.169465,-0.013715,-0.047831,0.019679,-0.021595,0.029217,8|9|11|12|13,0.4709
8228.950429,-0.052440,-2.672222,-0.044475,1.173992,-0.013784,-0.043251,0.021840,-0.030458,0.037479,8|9|10|11|12|13,0.4705
8228.967096,-0.036791,-2.680754,-0.039863,1.178285,-0.013802,-0.038144,0.022185,-0.021934,0.031198,8|9|10|11|12|13,0.4721
8228.983763,-0.025256,-2.690947,-0.034556,1.182156,-0.014054,-0.032604,0.023853,-0.015413,0.028400,8|9|10|11|12|13,0.4730
8229.000429,-0.025255,-2.690946,-0.034558,1.185689,-0.014485,-0.026909,0.020320,-0.014983,0.025246,8|9|10|11|12|13,0.4731
8229.017096,-0.028410,-2.704785,-0.023257,1.189323,-0.015016,-0.021183,0.024207,-0.016166,0.029109,8|9|10|11|12|13,0.4723
8229.033763,-0.029921,-2.709722,-0.017358,1.193287,-0.015045,-0.015064,0.022927,-0.016958,0.028517,8|9|10|11|12|13,0.4716
8229.050429,-0.029920,-2.709722,-0.017358,1.196889,-0.015270,-0.008815,0.019324,-0.016732,0.025562,8|9|10|11|12|13,0.4719
8229.067096,-0.011903,-2.726562,-0.005692,1.200257,-0.015628,-0.002650,0.025108,-0.006582,0.025957,8|9|10|11|12|13,0.4723
8229.083763,-0.015467,-2.732627,0.000132,1.203439,-0.016195,0.003297,0.025223,-0.007953,0.026447,8|9|10|11|12|13,0.4719
8229.100429,-0.015465,-2.732631,0.000138,1.206866,-0.016793,0.009147,0.021797,-0.007353,0.023004,8|9|10|11|12|13,0.4701
8229.117096,-0.026681,-2.738589,0.006481,1.210646,-0.016829,0.015440,0.021256,-0.013413,0.025134,8|9|10|11|12|13,0.4707
8229.133763,-0.016066,-2.752299,0.018848,1.214123,-0.017024,0.021767,0.025230,-0.007449,0.026306,8|9|10|11|12|13,0.4715
8229.150429,-0.016069,-2.752297,0.018844,1.217390,-0.017321,0.027981,0.021962,-0.007154,0.023098,8|9|10|11|12|13,0.4722
8229.167096,-0.014042,-2.765053,0.030888,1.220826,-0.017696,0.034075,0.025459,-0.005677,0.026084,8|9|10|11|12|13,0.4717
8229.183763,-0.015093,-2.769512,0.036548,1.224849,-0.017286,0.040543,0.023858,-0.006658,0.024770,8|9|10|11|12,0.4714
8229.200429,-0.014870,-2.768906,0.035640,1.228549,-0.017099,0.047108,0.019829,-0.006724,0.020938,8|9|10|11|12|13,0.4725
8229.217096,0.015576,-2.784736,0.049482,1.232025,-0.017040,0.053572,0.024956,0.009765,0.026799,8|9|10|11|12,0.4734
8229.233763,0.018393,-2.791298,0.055488,1.235309,-0.017180,0.059826,0.025239,0.011435,0.027709,8|9|10|11|12|13,0.4735
8229.250429,0.013642,-2.797587,0.061774,1.238783,-0.017432,0.065934,0.025182,0.009105,0.026777,8|9|10|11|12,0.4724
8229.267096,0.012183,-2.802761,0.068107,1.243168,-0.016934,0.070232,0.023610,0.007814,0.024869,8|9|10|11|12,0.4722
8229.283763,0.029881,-2.811653,0.072913,1.247560,-0.016763,0.070402,0.024050,0.017262,0.029604,8|9|10|11|12|13|14,0.4716
8229.300429,0.029882,-2.811653,0.072913,1.251946,-0.016735,0.070414,0.019664,0.017234,0.026148,8|9|10|11|12|13|14,0.4732
8229.317096,0.021431,-2.827997,0.072578,1.256325,-0.016707,0.070410,0.024168,0.012613,0.027261,8|9|10|11|12|13|14,0.4725
8229.333763,0.015588,-2.836379,0.073143,1.260710,-0.016679,0.070411,0.024338,0.009409,0.026094,8|9|10|11|12|13|14,0.4717
8229.350429,0.010027,-2.845282,0.072884,1.265103,-0.016655,0.070413,0.024783,0.006363,0.025587,8|9|10|11|12|13|14,0.4714
8229.367096,0.003841,-2.854533,0.072510,1.269507,-0.016636,0.070405,0.025407,0.002983,0.025582,8|9|10|11|12|14,0.4711
8229.383763,-0.001753,-2.863334,0.072861,1.273920,-0.016637,0.070381,0.025778,-0.000057,0.025778,8|9|10|11|12|13|14,0.4703
8229.400429,-0.008230,-2.872709,0.072918,1.278130,-0.015841,0.070388,0.026663,-0.004372,0.027019,8|9|10|11|12|13|14,0.4697
8229.417096,0.003446,-2.877076,0.073431,1.282538,-0.014678,0.070386,0.024629,0.000810,0.024642,8|9|10|11|12|13|14,0.4693
8229.433763,0.022904,-2.884745,0.073390,1.286993,-0.014197,0.070404,0.024341,0.010905,0.026672,8|9|10|11|12|13|14,0.4704
8229.450429,0.022903,-2.884743,0.073384,1.291430,-0.013900,0.070424,0.019903,0.010606,0.022553,8|9|10|11|12|13|14,0.4713
8229.467096,0.026960,-2.901452,0.073317,1.295881,-0.013579,0.070447,0.024533,0.012491,0.027530,8|9|10|11|12|13|14,0.4724
8229.483763,0.027775,-2.910116,0.073350,1.300333,-0.013257,0.070478,0.024790,0.012612,0.027814,8|9|10|11|12|13|14,0.4723
8229.500429,0.029014,-2.918964,0.074159,1.304789,-0.012942,0.070486,0.025142,0.012970,0.028291,8|9|11|12|13|14,0.4720
8229.517096,0.029878,-2.927397,0.074025,1.309246,-0.012625,0.070493,0.025268,0.013123,0.028473,8|9|10|11|12|13|14,0.4704
8229.533763,0.030458,-2.935811,0.073925,1.313570,-0.012339,0.070499,0.025517,0.013152,0.028707,8|9|10|12|13|14,0.4700
8229.550429,0.030597,-2.944346,0.073901,1.317860,-0.011951,0.070507,0.025866,0.012839,0.028877,8|9|10|11|12|13|14,0.4699
8229.567096,0.032063,-2.950842,0.072696,1.322189,-0.010924,0.070509,0.025067,0.012609,0.028060,8|9|10|11|12|13|14,0.4719
8229.583763,0.032071,-2.950857,0.072706,1.326583,-0.010344,0.070528,0.020681,0.012033,0.023927,8|9|10|11|12|13|14,0.4712
8229.600429,0.055495,-2.966941,0.073348,1.331059,-0.010164,0.070525,0.024947,0.024584,0.035024,9|10|11|12|13|14,0.4728
8229.617096,0.055495,-2.966941,0.073348,1.335536,-0.009994,0.070521,0.020470,0.024414,0.031860,9|10|11|12|13|14,0.4728
8229.633763,0.050858,-2.984258,0.073273,1.340016,-0.009830,0.070516,0.025401,0.021730,0.033428,9|10|11|12|13|14,0.4721
8229.650429,0.048312,-2.993157,0.073354,1.344484,-0.009671,0.070512,0.025770,0.020187,0.032735,9|10|11|12|13|14,0.4713
8229.667096,0.045623,-3.001949,0.073393,1.348950,-0.009512,0.070505,0.026082,0.018567,0.032016,9|10|11|12|13|14,0.4709
8229.683763,0.042504,-3.010864,0.073368,1.353347,-0.009219,0.070504,0.026530,0.016579,0.031284,9|10|11|12|13|14,0.4713
8229.700429,0.042915,-3.017324,0.073332,1.357644,-0.008299,0.070473,0.025744,0.015882,0.030249,9|10|11|12|13|14,0.4707
8229.717096,0.057417,-3.024618,0.073595,1.361962,-0.007909,0.070492,0.025389,0.023373,0.034510,9|10|11|12|13|14,0.4710
8229.733763,0.059299,-3.032952,0.073397,1.366288,-0.007875,0.070484,0.025593,0.024363,0.035335,9|10|12|13|14,0.4717
8229.750429,0.054011,-3.041728,0.073727,1.370598,-0.007844,0.070493,0.026053,0.021458,0.033752,9|10|11|12|13|14,0.4721
8229.767096,0.048717,-3.050524,0.073494,1.374813,-0.007815,0.070470,0.026618,0.018552,0.032445,9|10|11|12|13|14,0.4724
8229.783763,0.043241,-3.058925,0.073413,1.379070,-0.007786,0.070469,0.026927,0.015547,0.031093,9|10|11|12|13|14,0.4727
8229.800429,0.043241,-3.058924,0.073414,1.383427,-0.007757,0.070468,0.022570,0.015518,0.027390,9|10|11|12|13|14,0.4725
8229.817096,0.037841,-3.067305,0.073574,1.387802,-0.007740,0.070529,0.022749,0.012566,0.025989,9|10|11|12|13|14,0.4721
8229.833763,0.026351,-3.084936,0.073593,1.392157,-0.007652,0.070581,0.027976,0.006233,0.028662,9|10|11|12|13|14,0.4717
8229.850429,0.022213,-3.092303,0.073747,1.396533,-0.006861,0.070618,0.027604,0.003193,0.027789,9|10|11|12|13|14,0.4715
8229.867096,0.033341,-3.099801,0.073871,1.400948,-0.006217,0.070692,0.027265,0.008598,0.028588,9|10|11|12|14,0.4709
8229.883763,0.033342,-3.099802,0.073871,1.405416,-0.006154,0.070701,0.022796,0.008535,0.024342,9|10|11|12|14,0.4705
8229.900429,0.036153,-3.117222,0.073019,1.409885,-0.006090,0.070718,0.027795,0.009999,0.029539,9|10|11|12|13|14,0.4699
8229.917096,0.036156,-3.117224,0.073017,1.414294,-0.006029,0.070714,0.023387,0.009939,0.025412,9|10|11|12|13|14,0.4705
8229.933763,0.026388,-3.134181,0.073561,1.418655,-0.005968,0.070706,0.028242,0.004570,0.028610,9|10|11|12|13|14,0.4701
8229.950429,0.021401,-3.142963,0.073345,1.422985,-0.005919,0.070699,0.028685,0.001810,0.028742,9|10|11|12|13|14,0.4699
8229.967096,0.021400,-3.142962,0.073345,1.427199,-0.005489,0.070727,0.024470,0.001380,0.024509,9|10|11|12|13|14,0.4697
8229.983763,0.016524,-3.151456,0.073609,1.431426,-0.004531,0.070760,0.024859,-0.002228,0.024959,9|10|11|12|13|14,0.4698
8230.000429,0.035686,-3.165173,0.073824,1.435692,-0.003552,0.070762,0.028049,0.007208,0.028960,9|10|11|12|13|14,0.4706
8230.017096,0.051086,-3.172388,0.073978,1.440033,-0.002854,0.070770,0.027629,0.014878,0.031380,9|10|11|12|13|14,0.4712
8230.033763,0.051086,-3.172388,0.073978,1.444448,-0.002816,0.070766,0.023214,0.014840,0.027552,9|10|11|12|13|14,0.4709
8230.050429,0.055130,-3.189504,0.073691,1.448899,-0.002768,0.070772,0.028064,0.016991,0.032807,9|10|11|12|13|14,0.4711
8230.067096,0.049691,-3.197415,0.074887,1.453329,-0.002723,0.070749,0.027935,0.013989,0.031242,9|10|11|12|13|14|16,0.4657
8230.083763,0.049688,-3.197375,0.074954,1.457738,-0.002680,0.070721,0.023503,0.013945,0.027329,9|10|11|12|13|14|16,0.4703
8230.100429,0.039496,-3.216206,0.073379,1.462135,-0.002646,0.070695,0.029340,0.008372,0.030511,9|10|12|13|14|16,0.4704
8230.117096,0.034001,-3.225012,0.074160,1.466440,-0.002639,0.070706,0.029822,0.005378,0.030303,9|10|11|12|14|16,0.4701
8230.133763,0.028334,-3.235753,0.073714,1.470780,-0.002605,0.070725,0.031320,0.002264,0.031401,9|10|12|14|15|16,0.4682
8230.150429,0.022485,-3.243360,0.074640,1.474965,-0.001739,0.070702,0.031269,-0.001780,0.031319,9|10|12|14|15|16,0.4692
8230.167096,0.026297,-3.237747,0.074122,1.479308,-0.000795,0.070698,0.023875,-0.000652,0.023884,9|10|11|12|13|14|15|16,0.4708
8230.183763,0.050968,-3.256212,0.074042,1.483695,-0.000581,0.070698,0.029522,0.012542,0.032076,9|10|12|13|14|15|16,0.4706
8230.200429,0.049093,-3.264948,0.074104,1.488082,-0.000393,0.070700,0.029884,0.011335,0.031962,9|10|12|13|14|15|16,0.4712
8230.217096,0.047129,-3.273346,0.073907,1.492481,-0.000198,0.070697,0.030049,0.010073,0.031692,9|10|12|13|14|15|16,0.4718
8230.233763,0.045370,-3.281685,0.073961,1.496888,0.000005,0.070702,0.030174,0.008913,0.031463,9|10|11|12|13|14|15|16,0.4711
8230.250429,0.043488,-3.290073,0.074069,1.501303,0.000197,0.070703,0.030318,0.007699,0.031281,9|10|11|12|13|14|15|16,0.4710
8230.267096,0.043488,-3.290072,0.074068,1.505724,0.000381,0.070702,0.025896,0.007514,0.026964,9|10|11|12|13|14|15|16,0.4704
8230.283763,0.039107,-3.307721,0.073870,1.509997,0.001082,0.070719,0.031215,0.004433,0.031528,9|10|11|12|13|14|15|16,0.4685
8230.300429,0.039108,-3.307723,0.073864,1.514344,0.002020,0.070711,0.026870,0.003495,0.027096,9|10|11|12|13|14|15|16,0.4706
8230.317096,0.048713,-3.313591,0.074484,1.518704,0.002274,0.070705,0.025699,0.008461,0.027056,9|10|11|12|14|15|16,0.4706
8230.333763,0.062414,-3.329807,0.074267,1.523008,0.002309,0.070702,0.030207,0.015873,0.034124,9|10|11|12|14|15|16,0.4715
8230.350429,0.060781,-3.327864,0.073921,1.527723,0.002153,0.068610,0.024436,0.015141,0.028747,9|10|11|12|13|14|15|16,0.4710
8230.367096,0.043309,-3.348015,0.071789,1.531974,0.002119,0.065250,0.031137,0.005680,0.031651,9|10|11|12|14|15|16,0.4720
8230.383763,0.038678,-3.355943,0.067405,1.535909,0.002189,0.060960,0.031511,0.003094,0.031662,9|10|11|12|13|14|15|16,0.4718
8230.400429,0.038718,-3.355960,0.067442,1.539574,0.002429,0.056020,0.027855,0.002875,0.028003,9|10|11|12|13|14|15|16,0.4707
8230.417096,0.043875,-3.363983,0.065466,1.543339,0.002773,0.050788,0.028450,0.005334,0.028946,9|11|12|13|14|15|16,0.4725
8230.433763,0.053854,-3.370132,0.060328,1.547282,0.002820,0.045232,0.027849,0.010710,0.029837,9|11|12|13|14|15|16,0.4727
8230.450429,0.045186,-3.384700,0.049190,1.550901,0.002957,0.039478,0.032148,0.005863,0.032678,9|11|12|13|14|15|16,0.4717
8230.467096,0.040166,-3.392906,0.043800,1.554257,0.003209,0.033696,0.033252,0.002882,0.033376,11|12|13|14|15|16,0.4734
8230.483763,0.041579,-3.399335,0.037768,1.557786,0.003444,0.027882,0.033217,0.003414,0.033392,11|12|13|14|15|16,0.4735
8230.500429,0.038631,-3.405835,0.032116,1.561562,0.003326,0.021681,0.032973,0.001930,0.033029,11|12|13|14|15|16,0.4737
8230.517096,0.023240,-3.413412,0.026015,1.565086,0.003247,0.015391,0.033567,-0.006355,0.034163,11|12|13|14|15|16,0.4738
8230.533763,0.014972,-3.420387,0.019485,1.568351,0.003256,0.009167,0.034092,-0.010857,0.035779,11|12|13|14|15|16,0.4744
8230.550429,0.014975,-3.420385,0.019494,1.571367,0.003435,0.003093,0.031076,-0.011034,0.032977,11|12|13|14|15|16,0.4727
